CommentCount,DownVotes,Outlier,Reputation,Score,UpVotes,ViewCount,Views,postId,userId_posts,userId_users
4,0,UpVotes,277,6,5,,25,9495,307.0,9495
0,0,UpVotes,111,1,1,,2,9496,3567.0,9496
0,0,UpVotes,282,3,24,,52,9497,3567.0,9497
0,0,UpVotes,101,3,1,175.0,0,9505,1158.0,9505
0,0,UpVotes,38,15,1,5211.0,6,9506,4147.0,9506
0,0,UpVotes,101,3,2,638.0,0,9508,124.0,9508
2,0,UpVotes,101,5,2,1758.0,0,9512,3084.0,9512
8,0,UpVotes,101,14,1,,4,9513,919.0,9513
0,0,UpVotes,36,3,1,177.0,16,9519,196.0,9519
0,0,UpVotes,101,4,1,,1,9520,1764.0,9520
0,0,UpVotes,99,1,8,,14,9523,930.0,9523
5,0,UpVotes,113,6,2,,11,9524,2898.0,9524
4,0,UpVotes,215,8,37,,19,9534,2116.0,9534
0,0,UpVotes,101,15,11,,0,9538,1569.0,9538
1,0,UpVotes,114,2,1,,30,9546,449.0,9546
0,0,UpVotes,47,3,17,,36,9560,2860.0,9560
2,0,UpVotes,130,2,5,,19,9562,2860.0,9562
0,0,UpVotes,308,1,9,,58,9572,3265.0,9572
7,0,UpVotes,38,25,51,,7,9575,3874.0,9575
1,0,UpVotes,112,10,3,,15,9576,2970.0,9576
2,0,UpVotes,252,7,2,492.0,13,9577,4054.0,9577
0,0,UpVotes,113,1,1,,2,9579,183.0,9579
0,0,UpVotes,328,4,14,,72,9583,183.0,9583
3,0,UpVotes,101,16,2,,5,9584,1390.0,9584
4,0,UpVotes,106,8,2,787.0,3,9586,3591.0,9586
2,0,UpVotes,83,4,4,205.0,14,9588,4185.0,9588
0,0,UpVotes,63,1,1,,7,9589,3874.0,9589
2,0,UpVotes,101,6,1,,0,9591,919.0,9591
2,3,UpVotes,658,8,31,232.0,48,9595,4083.0,9595
0,0,UpVotes,220,1,22,,9,9608,2392.0,9608
4,0,UpVotes,66,3,34,1608.0,1,9610,226.0,9610
5,0,UpVotes,23,3,1,,6,9616,781.0,9616
0,0,UpVotes,121,13,8,1920.0,4,9617,1913.0,9617
0,0,UpVotes,262,0,17,,6,9618,11954.0,9618
2,0,UpVotes,92,2,12,,8,9619,3911.0,9619
0,0,UpVotes,101,2,65,,3,9621,795.0,9621
0,0,UpVotes,50,3,2,,3,9622,795.0,9622
0,0,UpVotes,113,2,1,4979.0,5,9623,4176.0,9623
1,0,UpVotes,108,1,1,,0,9628,3597.0,9628
3,0,UpVotes,101,16,3,,0,9635,3567.0,9635
0,0,UpVotes,130,1,10,,6,9640,4198.0,9640
0,0,UpVotes,101,2,3,,0,9642,2958.0,9642
1,0,UpVotes,101,1,38,296.0,3,9643,4020.0,9643
3,1,UpVotes,283,5,101,,51,9657,4110.0,9657
0,0,UpVotes,110,4,73,206.0,54,9662,4210.0,9662
1,0,UpVotes,101,45,1,3004.0,0,9664,1106.0,9664
0,0,UpVotes,412,3,18,470.0,60,9671,4213.0,9671
0,0,UpVotes,228,1,1,,18,9676,1893.0,9676
2,0,UpVotes,255,1,36,,16,9677,1893.0,9677
0,0,UpVotes,84,3,12,,31,9680,1893.0,9680
1,0,UpVotes,108,2,2,,26,9683,1893.0,9683
0,0,UpVotes,82,6,1,,17,9686,3911.0,9686
1,0,UpVotes,73,2,4,842.0,2,9691,2830.0,9691
1,0,UpVotes,101,3,11,869.0,1,9692,632.0,9692
7,0,UpVotes,174,18,8,9910.0,17,9699,230.0,9699
0,0,UpVotes,101,0,1,,0,9708,1893.0,9708
3,0,UpVotes,101,6,9,,0,9709,582.0,9709
3,0,UpVotes,101,1,1,,0,9710,1893.0,9710
1,0,UpVotes,76,1,9,,29,9711,4220.0,9711
0,0,UpVotes,101,2,7,,0,9721,2392.0,9721
14,0,UpVotes,65,35,6,,12,9722,2970.0,9722
0,1,UpVotes,314,2,10,278.0,13,9724,4226.0,9724
2,2,UpVotes,180,1,38,277.0,10,9728,,9728
3,0,UpVotes,113,4,3,241.0,13,9731,4229.0,9731
1,1,UpVotes,1725,5,246,754.0,217,9738,,9738
4,0,UpVotes,108,4,3,,2,9742,1036.0,9742
5,0,UpVotes,188,4,5,,2,9746,781.0,9746
0,0,UpVotes,101,4,2,,3,9757,887.0,9757
1,0,UpVotes,138,1,1,,13,9768,1679.0,9768
3,0,UpVotes,116,7,6,,17,9782,4253.0,9782
1,0,UpVotes,101,1,1,123.0,4,9786,,9786
0,0,UpVotes,101,2,3,,4,9788,1036.0,9788
0,0,UpVotes,128,0,1,,5,9791,1764.0,9791
2,0,UpVotes,101,5,1,,2,9793,2645.0,9793
12,0,UpVotes,38,6,1,446.0,1,9797,1381.0,9797
3,0,UpVotes,135,17,37,,16,9808,930.0,9808
3,0,UpVotes,103,4,7,626.0,1,9809,3577.0,9809
0,0,UpVotes,108,1,2,,28,9811,3760.0,9811
1,0,UpVotes,258,5,23,,10,9816,2116.0,9816
0,0,UpVotes,101,6,4,,0,9818,2392.0,9818
0,0,UpVotes,101,3,6,,2,9831,1124.0,9831
0,0,UpVotes,101,6,1,,0,9832,601.0,9832
2,0,UpVotes,136,4,1,1010.0,13,9836,4278.0,9836
2,0,UpVotes,21,2,1,,2,9843,3382.0,9843
1,0,UpVotes,108,-1,4,740.0,7,9845,4282.0,9845
5,0,UpVotes,103,4,2,,1,9847,26.0,9847
0,0,UpVotes,158,0,1,,0,9853,2775.0,9853
4,0,UpVotes,358,1,106,,39,9866,3567.0,9866
0,0,UpVotes,65,5,2,653.0,8,9867,4258.0,9867
0,0,UpVotes,109,3,1,349.0,1,9876,4043.0,9876
3,0,UpVotes,101,4,2,,1,9877,4253.0,9877
2,0,UpVotes,101,2,1,536.0,4,9884,4237.0,9884
2,0,UpVotes,166,5,8,745.0,5,9886,4292.0,9886
3,0,UpVotes,323,8,15,,76,9887,3911.0,9887
2,0,UpVotes,128,2,1,,3,9890,4281.0,9890
5,0,UpVotes,130,6,25,,9,9899,1307.0,9899
2,0,UpVotes,38,10,3,,17,9900,1909.0,9900
2,0,UpVotes,183,7,7,9271.0,15,9918,4301.0,9918
8,0,UpVotes,128,2,4,274.0,11,9928,1566.0,9928
0,0,UpVotes,101,4,17,,0,9941,183.0,9941
1,0,UpVotes,49,9,2,,8,9944,930.0,9944
0,0,UpVotes,57,1,3,,13,9950,3382.0,9950
1,0,UpVotes,101,0,2,,2,9952,4316.0,9952
2,0,UpVotes,61,4,1,,9,9954,919.0,9954
0,3,UpVotes,1342,0,123,,123,9964,4110.0,9964
0,0,UpVotes,26,3,1,679.0,4,9971,4326.0,9971
3,1,UpVotes,1766,18,111,,108,9975,2970.0,9975
1,0,UpVotes,101,1,2,,0,9979,183.0,9979
7,0,UpVotes,128,6,2,,1,9986,1390.0,9986
4,0,UpVotes,101,5,1,2432.0,0,9987,4331.0,9987
1,0,UpVotes,123,12,1,899.0,2,9990,364.0,9990
5,0,UpVotes,43,6,5,,6,9994,183.0,9994
3,0,UpVotes,101,1,7,,0,9995,183.0,9995
0,0,UpVotes,181,7,3,365.0,0,9997,261.0,9997
0,0,UpVotes,233,1,4,,30,9998,2392.0,9998
2,0,UpVotes,166,4,3,152.0,1,10010,4342.0,10010
6,1,UpVotes,350,8,23,3366.0,82,10017,1445.0,10017
6,13,UpVotes,1151,7,138,,214,10026,4253.0,10026
3,0,UpVotes,284,17,22,,19,10028,88.0,10028
2,0,UpVotes,144,3,8,,44,10040,3911.0,10040
2,0,UpVotes,90,2,2,,5,10043,3489.0,10043
2,0,UpVotes,28,8,1,330.0,22,10044,4349.0,10044
2,0,UpVotes,173,1,6,,28,10054,4337.0,10054
0,0,UpVotes,197,0,9,128.0,26,10055,4340.0,10055
2,0,UpVotes,116,1,1,,2,10060,2817.0,10060
0,0,UpVotes,128,1,12,,30,10061,279.0,10061
0,0,UpVotes,101,6,2,1070.0,1,10062,226.0,10062
2,2,UpVotes,1097,4,226,,111,10064,1356.0,10064
3,0,UpVotes,435,1,48,322.0,62,10065,1371.0,10065
2,1,UpVotes,798,5,66,,148,10069,696.0,10069
2,0,UpVotes,82,0,20,2167.0,8,10088,4290.0,10088
0,0,UpVotes,170,3,5,,13,10098,1445.0,10098
1,0,UpVotes,166,2,1,118.0,7,10100,4374.0,10100
0,0,UpVotes,101,0,1,,307,10103,279.0,10103
1,0,UpVotes,75,3,4,,8,10106,279.0,10106
0,0,UpVotes,188,2,1,542.0,7,10110,4240.0,10110
0,0,UpVotes,26,3,1,,16,10114,3911.0,10114
4,0,UpVotes,92,3,6,520.0,9,10117,4379.0,10117
0,0,UpVotes,327,0,10,,25,10119,3911.0,10119
0,0,UpVotes,109,1,16,,36,10123,776.0,10123
2,0,UpVotes,171,3,2,,13,10132,3911.0,10132
1,0,UpVotes,129,5,4,496.0,6,10141,704.0,10141
6,0,UpVotes,133,4,4,,5,10151,26.0,10151
0,0,UpVotes,182,10,19,,72,10164,4253.0,10164
0,1,UpVotes,458,2,190,,63,10172,930.0,10172
1,0,UpVotes,150,4,2,,4,10173,2392.0,10173
1,0,UpVotes,125,0,3,,7,10175,2392.0,10175
1,0,UpVotes,113,4,3,1889.0,35,10185,4110.0,10185
0,0,UpVotes,113,5,2,,5,10188,3911.0,10188
0,0,UpVotes,43,6,6,,18,10197,1909.0,10197
0,0,UpVotes,101,2,1,,6,10198,3911.0,10198
0,0,UpVotes,66,3,1,,27,10199,1909.0,10199
3,0,UpVotes,101,4,3,436.0,0,10206,4422.0,10206
3,0,UpVotes,313,5,21,370.0,22,10210,4425.0,10210
6,0,UpVotes,118,10,1,1081.0,2,10211,3262.0,10211
2,0,UpVotes,746,4,123,,69,10217,2669.0,10217
2,0,UpVotes,26,4,2,,1,10219,4360.0,10219
0,0,UpVotes,102,4,12,,12,10227,4257.0,10227
1,1,UpVotes,146,4,11,,31,10229,4257.0,10229
3,0,UpVotes,162,2,10,,4,10231,4257.0,10231
0,0,UpVotes,61,1,3,,8,10233,183.0,10233
0,0,UpVotes,128,1,3,,8,10237,3911.0,10237
1,0,UpVotes,101,2,2,,3,10253,364.0,10253
0,11,UpVotes,245,0,41,,38,10259,2067.0,10259
0,0,UpVotes,325,2,38,236.0,63,10268,,10268
2,0,UpVotes,101,1,1,,1,10269,3382.0,10269
1,0,UpVotes,120,5,14,,22,10275,2544.0,10275
0,0,UpVotes,101,3,4,393.0,1,10276,2310.0,10276
0,0,UpVotes,165,3,3,,23,10278,1764.0,10278
0,0,UpVotes,23,2,1,,5,10290,2773.0,10290
14,0,UpVotes,185,18,11,294.0,29,10295,4456.0,10295
3,0,UpVotes,106,3,1,,3,10306,2116.0,10306
6,0,UpVotes,146,5,16,790.0,10,10308,1709.0,10308
2,0,UpVotes,65,5,5,3292.0,9,10309,4461.0,10309
3,0,UpVotes,130,4,4,106.0,9,10320,3052.0,10320
2,6,UpVotes,661,4,137,282.0,98,10322,4468.0,10322
3,0,UpVotes,51,4,1,332.0,7,10331,2984.0,10331
1,0,UpVotes,123,8,2,,8,10339,4257.0,10339
0,0,UpVotes,108,4,23,,3,10340,2958.0,10340
4,1,UpVotes,353,3,37,85.0,21,10346,1763.0,10346
6,0,UpVotes,211,5,1,329.0,7,10350,1763.0,10350
2,14,UpVotes,1506,0,88,,124,10354,4443.0,10354
0,0,UpVotes,128,1,4,,3,10358,26.0,10358
10,0,UpVotes,101,3,1,,1,10362,887.0,10362
2,0,UpVotes,101,5,4,715.0,0,10370,616.0,10370
0,0,UpVotes,116,6,3,2654.0,6,10378,4470.0,10378
2,0,UpVotes,103,4,3,,3,10379,3382.0,10379
4,0,UpVotes,408,12,8,,29,10380,1934.0,10380
2,0,UpVotes,173,3,7,234.0,24,10385,1307.0,10385
4,0,UpVotes,141,4,3,1673.0,2,10388,3019.0,10388
7,1,UpVotes,604,3,31,328.0,74,10389,4286.0,10389
3,0,UpVotes,103,1,1,,3,10399,2669.0,10399
0,0,UpVotes,138,4,1,,11,10402,2116.0,10402
1,0,UpVotes,101,2,2,616.0,0,10411,3561.0,10411
2,0,UpVotes,101,4,17,,0,10413,4495.0,10413
2,1,UpVotes,404,13,68,,60,10416,2817.0,10416
0,0,UpVotes,141,3,6,2636.0,4,10433,4498.0,10433
0,1,UpVotes,481,2,11,,109,10435,4496.0,10435
0,1,UpVotes,172,1,6,,14,10448,226.0,10448
1,0,UpVotes,281,1,5,,30,10449,3567.0,10449
5,0,UpVotes,61,5,1,,7,10456,930.0,10456
1,0,UpVotes,146,3,4,534.0,9,10457,,10457
7,0,UpVotes,146,28,2,5193.0,7,10459,4504.0,10459
10,0,UpVotes,123,7,6,,1,10462,4253.0,10462
1,0,UpVotes,101,4,2,275.0,3,10463,3310.0,10463
3,0,UpVotes,56,7,3,981.0,16,10464,4506.0,10464
6,0,UpVotes,101,4,2,,1,10466,3382.0,10466
0,0,UpVotes,150,0,4,,12,10468,2775.0,10468
0,0,UpVotes,870,1,26,,361,10479,2817.0,10479
0,0,UpVotes,155,8,2,320.0,9,10484,98.0,10484
2,0,UpVotes,143,3,1,,10,10487,3382.0,10487
1,0,UpVotes,91,6,4,,13,10488,307.0,10488
0,0,UpVotes,426,3,10,,56,10496,582.0,10496
2,5,UpVotes,1205,7,404,,138,10500,4376.0,10500
0,0,UpVotes,130,2,2,1356.0,24,10501,88.0,10501
1,0,UpVotes,101,4,1,125.0,5,10503,4515.0,10503
0,0,UpVotes,101,2,5,,0,10506,3582.0,10506
0,0,UpVotes,95,0,15,,11,10507,3582.0,10507
0,0,UpVotes,125,1,5,,15,10508,3805.0,10508
2,0,UpVotes,215,1,62,,13,10515,656.0,10515
0,0,UpVotes,131,9,1,,11,10518,4253.0,10518
7,20,UpVotes,2384,2,55,,163,10524,3382.0,10524
1,0,UpVotes,158,4,1,201.0,4,10529,221.0,10529
0,0,UpVotes,115,2,14,469.0,2,10535,4527.0,10535
3,0,UpVotes,26,7,3,1646.0,3,10539,4530.0,10539
1,1,UpVotes,417,3,7,742.0,22,10543,4496.0,10543
2,0,UpVotes,101,6,5,1449.0,0,10546,862.0,10546
0,0,UpVotes,108,3,1,947.0,1,10551,4531.0,10551
3,0,UpVotes,50,2,11,,3,10558,1764.0,10558
2,0,UpVotes,101,8,4,,1,10560,2116.0,10560
0,0,UpVotes,118,5,9,,8,10563,3595.0,10563
4,0,UpVotes,101,1,1,929.0,0,10569,1763.0,10569
1,0,UpVotes,23,4,3,,12,10580,3369.0,10580
2,0,UpVotes,122,6,11,787.0,10,10591,4496.0,10591
5,0,UpVotes,113,2,3,,4,10593,2116.0,10593
5,0,UpVotes,33,5,1,,9,10595,2425.0,10595
1,0,UpVotes,28,1,2,675.0,4,10597,4547.0,10597
2,4,UpVotes,566,7,68,397.0,73,10598,2728.0,10598
3,0,UpVotes,101,5,3,,7,10614,4329.0,10614
6,0,UpVotes,26,2,2,296.0,11,10615,4554.0,10615
4,12,UpVotes,298,1,64,460.0,627,10619,4544.0,10619
0,0,UpVotes,131,1,3,,2,10622,4329.0,10622
0,6,UpVotes,487,3,61,,31,10630,4505.0,10630
0,0,UpVotes,209,2,28,,57,10633,4559.0,10633
4,1,UpVotes,171,1,7,,17,10636,2312.0,10636
0,0,UpVotes,111,2,1,1662.0,2,10639,795.0,10639
2,0,UpVotes,83,4,2,594.0,7,10640,4370.0,10640
1,0,UpVotes,113,1,11,,5,10641,2958.0,10641
0,0,UpVotes,36,2,1,,2,10651,2392.0,10651
9,0,UpVotes,88,-1,1,,9,10653,3382.0,10653
2,0,UpVotes,128,3,1,108.0,5,10657,4402.0,10657
3,0,UpVotes,237,1,7,,71,10659,4257.0,10659
0,0,UpVotes,123,1,2,,1,10660,4257.0,10660
1,0,UpVotes,101,6,2,,0,10661,2970.0,10661
0,0,UpVotes,131,4,1,316.0,10,10662,5129.0,10662
6,0,UpVotes,108,4,1,,1,10665,2817.0,10665
0,0,UpVotes,145,1,11,455.0,16,10667,4569.0,10667
0,0,UpVotes,131,1,13,565.0,29,10669,1763.0,10669
0,0,UpVotes,128,0,2,,0,10670,4559.0,10670
0,0,UpVotes,43,4,1,2739.0,10,10676,2817.0,10676
4,0,UpVotes,101,4,1,,1,10677,930.0,10677
0,1,UpVotes,442,3,107,,64,10683,42201.0,10683
0,0,UpVotes,83,1,10,,27,10688,4559.0,10688
5,0,UpVotes,103,13,1,,0,10689,2775.0,10689
3,0,UpVotes,118,4,2,,1,10708,4253.0,10708
0,0,UpVotes,101,21,1,,2,10715,2116.0,10715
9,0,UpVotes,123,6,1,,5,10721,71.0,10721
0,0,UpVotes,113,1,3,,6,10722,795.0,10722
0,0,UpVotes,36,3,1,1319.0,4,10723,4586.0,10723
1,0,UpVotes,101,0,2,,1,10735,4575.0,10735
2,0,UpVotes,81,10,2,,5,10736,4376.0,10736
2,0,UpVotes,130,8,2,2966.0,5,10744,36.0,10744
0,0,UpVotes,282,4,10,,91,10749,4376.0,10749
7,0,UpVotes,101,6,2,,2,10752,1390.0,10752
0,0,UpVotes,337,8,27,,32,10760,4531.0,10760
0,0,UpVotes,33,4,2,,4,10763,2392.0,10763
3,0,UpVotes,279,3,7,131.0,28,10767,4600.0,10767
7,0,UpVotes,91,10,1,314.0,5,10768,3577.0,10768
3,1,UpVotes,130,3,36,,74,10776,2392.0,10776
1,0,UpVotes,101,0,2,,0,10777,601.0,10777
0,0,UpVotes,167,1,10,,27,10785,2546.0,10785
1,0,UpVotes,137,11,4,4853.0,4,10787,2252.0,10787
1,0,UpVotes,373,1,2,,35,10790,2958.0,10790
3,0,UpVotes,46,22,1,15141.0,14,10795,4610.0,10795
0,0,UpVotes,101,2,1,,2,10796,2392.0,10796
10,0,UpVotes,101,6,1,,1,10809,919.0,10809
0,0,UpVotes,47,7,4,158.0,22,10810,4615.0,10810
1,0,UpVotes,143,1,2,,23,10812,4559.0,10812
0,0,UpVotes,101,4,10,218.0,2,10817,4617.0,10817
1,0,UpVotes,128,4,1,,14,10819,656.0,10819
2,0,UpVotes,145,1,11,,17,10820,3382.0,10820
6,2,UpVotes,1190,0,41,,182,10823,2546.0,10823
0,1,UpVotes,198,2,11,,11,10826,4376.0,10826
4,0,UpVotes,133,9,2,892.0,3,10827,4622.0,10827
0,2,UpVotes,238,3,57,,38,10829,1496.0,10829
3,0,UpVotes,56,4,1,,2,10830,919.0,10830
0,0,UpVotes,113,1,1,,5,10840,4588.0,10840
0,0,UpVotes,147,6,7,331.0,7,10841,845.0,10841
5,0,UpVotes,108,5,1,,1,10844,26.0,10844
14,0,UpVotes,136,10,2,,13,10845,2116.0,10845
1,5,UpVotes,7246,9,403,,582,10849,2392.0,10849
2,0,UpVotes,101,6,2,,0,10860,4257.0,10860
0,0,UpVotes,26,3,4,,5,10861,4505.0,10861
2,0,UpVotes,101,3,4,621.0,0,10867,4337.0,10867
6,0,UpVotes,101,7,1,249.0,1,10871,253.0,10871
5,0,UpVotes,41,1,1,,7,10872,4257.0,10872
3,0,UpVotes,121,3,6,119.0,23,10880,4636.0,10880
7,0,UpVotes,81,6,21,10288.0,11,10884,183.0,10884
3,0,UpVotes,33,8,2,4665.0,9,10890,4496.0,10890
7,0,UpVotes,108,6,1,202.0,1,10897,4642.0,10897
1,0,UpVotes,185,5,9,748.0,23,10907,4643.0,10907
1,0,UpVotes,101,0,2,,10,10913,4623.0,10913
2,2,UpVotes,157,4,34,5781.0,20,10926,588.0,10926
0,0,UpVotes,111,5,47,,0,10929,2958.0,10929
3,0,UpVotes,103,2,3,,26,10946,919.0,10946
1,0,UpVotes,101,16,4,,1,10948,1934.0,10948
4,0,UpVotes,278,9,6,,13,10950,4505.0,10950
0,0,UpVotes,101,5,52,300.0,0,10958,1763.0,10958
0,0,UpVotes,135,0,5,,6,10960,4257.0,10960
4,0,UpVotes,151,2,1,174.0,0,10961,1443.0,10961
2,0,UpVotes,325,2,22,455.0,85,10963,4665.0,10963
2,0,UpVotes,101,0,5,1128.0,2,10965,4666.0,10965
0,0,UpVotes,101,3,11,,6,10968,159.0,10968
4,0,UpVotes,218,8,1,,8,10976,3248.0,10976
2,0,UpVotes,46,4,6,284.0,17,10977,230.0,10977
4,0,UpVotes,156,13,3,,7,10979,919.0,10979
1,0,UpVotes,81,5,1,,3,10980,4253.0,10980
2,0,UpVotes,41,2,4,171.0,5,10984,,10984
1,0,UpVotes,165,5,4,,9,10990,4675.0,10990
1,0,UpVotes,118,2,1,,4,10994,26.0,10994
4,0,UpVotes,18,11,2,,5,10998,307.0,10998
2,0,UpVotes,101,11,4,8413.0,0,11000,1699.0,11000
1,0,UpVotes,118,4,2,,73,11005,307.0,11005
4,0,UpVotes,108,0,1,,2,11011,3601.0,11011
0,0,UpVotes,280,10,28,,12,11013,1108.0,11013
3,0,UpVotes,101,4,1,,2,11017,2392.0,11017
0,2,UpVotes,1293,4,518,,147,11030,307.0,11030
0,42,UpVotes,22275,8,2619,235.0,7395,11032,4001.0,11032
2,0,UpVotes,121,1,9,,0,11037,2392.0,11037
9,0,UpVotes,53,1,3,857.0,4,11043,4693.0,11043
0,0,UpVotes,82,0,14,113.0,15,11048,4694.0,11048
0,0,UpVotes,40,0,3,,8,11051,3058.0,11051
0,2,UpVotes,476,1,8,,23,11052,2669.0,11052
0,0,UpVotes,47,3,7,,20,11055,4257.0,11055
0,0,UpVotes,133,4,9,,22,11058,4673.0,11058
1,0,UpVotes,45,8,2,,9,11059,4257.0,11059
0,1,UpVotes,950,4,156,1348.0,1289,11060,4238.0,11060
0,0,UpVotes,140,0,7,,12,11061,2312.0,11061
0,0,UpVotes,26,16,1,2765.0,6,11064,333.0,11064
3,0,UpVotes,101,13,2,,1,11065,4257.0,11065
4,0,UpVotes,101,3,40,,0,11076,183.0,11076
1,0,UpVotes,101,3,5,1225.0,0,11085,2842.0,11085
6,0,UpVotes,58,4,2,3341.0,2,11088,4319.0,11088
1,0,UpVotes,111,10,4,,7,11089,4376.0,11089
3,0,UpVotes,467,5,119,,32,11090,4376.0,11090
5,5,UpVotes,1159,7,185,217.0,140,11091,82.0,11091
1,0,UpVotes,101,3,2,,0,11099,2958.0,11099
2,0,UpVotes,121,3,2,481.0,8,11101,4702.0,11101
4,0,UpVotes,186,6,2,668.0,4,11108,4703.0,11108
0,0,UpVotes,101,1,1,746.0,0,11115,4496.0,11115
4,0,UpVotes,231,4,23,,26,11116,4253.0,11116
1,0,UpVotes,101,1,4,,1,11129,4617.0,11129
0,0,UpVotes,101,2,4,1196.0,0,11141,4238.0,11141
1,0,UpVotes,103,18,5,1362.0,3,11142,2817.0,11142
1,0,UpVotes,143,1,4,211.0,18,11145,4713.0,11145
0,0,UpVotes,153,4,30,,27,11148,2860.0,11148
1,0,UpVotes,48,11,1,,2,11151,307.0,11151
0,0,UpVotes,101,3,1,,6,11156,795.0,11156
0,0,UpVotes,123,1,2,,1,11158,4685.0,11158
0,0,UpVotes,103,4,1,67.0,0,11164,3874.0,11164
0,0,UpVotes,138,6,1,,9,11169,2902.0,11169
0,0,UpVotes,108,6,1,,1,11173,919.0,11173
2,0,UpVotes,106,1,1,,1,11177,183.0,11177
1,0,UpVotes,176,9,2,,20,11179,930.0,11179
5,0,UpVotes,248,1,27,,13,11187,2116.0,11187
1,0,UpVotes,217,2,18,,9,11195,930.0,11195
2,0,UpVotes,61,8,9,,4,11201,919.0,11201
0,0,UpVotes,39,4,2,,6,11205,4360.0,11205
4,0,UpVotes,58,7,3,242.0,79,11208,4738.0,11208
1,0,UpVotes,135,28,10,2375.0,11,11210,4733.0,11210
0,0,UpVotes,26,7,1,563.0,3,11220,4739.0,11220
0,0,UpVotes,101,3,1,384.0,3,11232,6245.0,11232
4,0,UpVotes,80,5,3,2356.0,3,11233,4559.0,11233
0,0,UpVotes,456,4,29,258.0,32,11236,1764.0,11236
6,0,UpVotes,326,2,10,,56,11240,71.0,11240
5,0,UpVotes,390,1,13,140.0,47,11242,4753.0,11242
0,0,UpVotes,138,3,1,26.0,11,11262,386.0,11262
0,0,UpVotes,162,3,6,,4,11269,253.0,11269
2,0,UpVotes,105,2,3,230.0,3,11270,4762.0,11270
1,0,UpVotes,175,2,5,,28,11272,22.0,11272
2,0,UpVotes,108,3,10,,1,11274,930.0,11274
1,0,UpVotes,260,9,13,,65,11279,442.0,11279
1,0,UpVotes,150,4,12,,9,11284,656.0,11284
4,0,UpVotes,161,6,5,,0,11285,919.0,11285
0,0,UpVotes,78,3,2,2034.0,48,11290,4278.0,11290
0,0,UpVotes,61,3,4,194.0,10,11292,4772.0,11292
1,0,UpVotes,58,7,1,,18,11294,442.0,11294
1,0,UpVotes,128,2,4,,6,11295,4325.0,11295
0,0,UpVotes,145,1,3,,9,11302,4777.0,11302
2,0,UpVotes,101,9,1,,0,11304,442.0,11304
2,1,UpVotes,231,3,6,,9,11314,930.0,11314
1,0,UpVotes,118,11,1,,10,11320,686.0,11320
6,0,UpVotes,101,6,3,464.0,0,11322,2775.0,11322
9,0,UpVotes,101,3,2,,0,11324,919.0,11324
3,0,UpVotes,33,3,1,,8,11325,2669.0,11325
6,0,UpVotes,173,0,2,75.0,7,11328,4701.0,11328
2,0,UpVotes,101,6,2,,0,11339,892.0,11339
3,0,UpVotes,122,2,34,,24,11342,930.0,11342
0,0,UpVotes,146,3,26,221.0,14,11346,3031.0,11346
0,0,UpVotes,108,11,2,,1,11352,1934.0,11352
1,0,UpVotes,118,1,63,,30,11355,1763.0,11355
0,0,UpVotes,123,5,2,,7,11361,4802.0,11361
0,0,UpVotes,61,5,3,,15,11363,2645.0,11363
1,0,UpVotes,101,2,9,,0,11366,25.0,11366
1,0,UpVotes,48,5,1,,5,11371,601.0,11371
4,0,UpVotes,101,3,3,564.0,0,11374,4806.0,11374
2,0,UpVotes,46,10,6,1023.0,15,11384,609.0,11384
0,0,UpVotes,106,8,5,8460.0,2,11385,4814.0,11385
0,0,UpVotes,101,3,1,158.0,4,11387,2505.0,11387
2,0,UpVotes,101,0,1,,1,11390,1763.0,11390
0,0,UpVotes,187,1,92,,14,11397,2817.0,11397
0,0,UpVotes,58,5,3,91.0,11,11398,4819.0,11398
2,0,UpVotes,123,7,1,,2,11404,2902.0,11404
0,1,UpVotes,606,6,36,722.0,156,11405,4496.0,11405
0,0,UpVotes,241,3,11,,19,11408,2343.0,11408
0,1,UpVotes,230,12,25,,37,11409,4505.0,11409
0,0,UpVotes,276,1,5,98.0,22,11411,4823.0,11411
1,0,UpVotes,141,4,2,2473.0,7,11421,4802.0,11421
0,0,UpVotes,137,2,5,425.0,11,11438,3700.0,11438
1,0,UpVotes,101,0,1,343.0,29,11443,4496.0,11443
4,0,UpVotes,28,11,2,,0,11446,3567.0,11446
3,0,UpVotes,61,4,2,665.0,5,11448,1950.0,11448
1,0,UpVotes,53,9,4,607.0,1,11450,2817.0,11450
3,0,UpVotes,101,11,5,,0,11451,29.0,11451
0,1,UpVotes,175,3,37,,26,11453,3874.0,11453
0,1,UpVotes,413,1,21,,21,11456,3058.0,11456
3,2,UpVotes,237,2,13,387.0,28,11458,4403.0,11458
1,0,UpVotes,226,2,28,1470.0,34,11462,4848.0,11462
2,0,UpVotes,50,3,6,,17,11467,2116.0,11467
0,0,UpVotes,43,1,3,,8,11469,183.0,11469
0,0,UpVotes,176,7,38,,93,11475,930.0,11475
4,0,UpVotes,101,1,1,,0,11480,3382.0,11480
0,0,UpVotes,225,3,9,,19,11496,4856.0,11496
3,0,UpVotes,137,3,4,211.0,10,11508,4496.0,11508
0,0,UpVotes,101,5,3,186.0,2,11510,4865.0,11510
0,3,UpVotes,548,5,93,,47,11511,3382.0,11511
0,0,UpVotes,101,1,13,,1,11512,3382.0,11512
1,0,UpVotes,101,0,1,,2,11513,3485.0,11513
4,0,UpVotes,1,3,2,103.0,1,11519,223.0,11519
0,0,UpVotes,370,2,24,199.0,51,11522,3727.0,11522
